scenario,model,product,location,period,internal,external,inventory,max_inventory_violation,ontime_Strategic,unserved_Strategic,ontime_Standard,unserved_Standard,ontime_Spot,unserved_Spot
Scaled stress test,B_notional_only,P14,L09,10,64.0,0.0,0.0,0.0,30.0,0.0,14.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P14,L09,11,48.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P14,L09,12,61.0,0.0,0.0,0.0,26.0,0.0,19.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P14,L10,1,17.0,0.0,0.0,0.0,16.0,0.0,21.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P14,L10,2,0.0,60.0,0.0,0.0,27.0,0.0,25.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P14,L10,3,0.0,65.0,0.0,0.0,24.0,0.0,23.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P14,L10,4,51.0,0.0,0.0,0.0,29.0,0.0,13.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P14,L10,5,0.0,51.0,0.0,0.0,22.0,0.0,25.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P14,L10,6,50.0,0.0,0.0,0.0,14.0,0.0,17.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P14,L10,7,0.0,46.0,0.0,0.0,20.0,0.0,22.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P14,L10,8,17.0,31.0,0.0,0.0,27.0,0.0,15.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P14,L10,9,0.0,55.0,0.0,0.0,21.0,0.0,18.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P14,L10,10,0.0,65.0,0.0,0.0,27.0,0.0,20.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P14,L10,11,0.0,63.0,0.0,0.0,27.0,0.0,20.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P14,L10,12,0.0,45.0,0.0,0.0,21.0,0.0,11.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L01,1,0.0,45.0,0.0,0.0,27.0,0.0,20.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P15,L01,2,0.0,55.0,0.0,0.0,19.0,0.0,16.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P15,L01,3,58.0,0.0,0.0,0.0,27.0,0.0,19.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P15,L01,4,0.0,66.0,0.0,0.0,24.0,0.0,24.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P15,L01,5,0.0,64.0,0.0,0.0,29.0,0.0,25.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L01,6,34.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L01,7,44.0,0.0,0.0,0.0,23.0,0.0,11.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L01,8,0.0,65.0,0.0,0.0,29.0,0.0,18.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P15,L01,9,0.0,43.0,0.0,0.0,27.0,0.0,11.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L01,10,0.0,40.0,0.0,0.0,16.0,0.0,14.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L01,11,0.0,45.0,0.0,0.0,16.0,0.0,21.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P15,L01,12,0.0,63.0,0.0,0.0,30.0,0.0,18.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P15,L02,1,4.0,9.0,0.0,0.0,21.0,0.0,12.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L02,2,0.0,53.0,0.0,0.0,29.0,0.0,19.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L02,3,0.0,58.0,0.0,0.0,26.0,0.0,17.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P15,L02,4,0.0,47.0,0.0,0.0,21.0,0.0,17.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P15,L02,5,51.0,0.0,0.0,0.0,19.0,0.0,14.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P15,L02,6,54.0,0.0,0.0,0.0,25.0,0.0,13.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P15,L02,7,44.0,0.0,0.0,0.0,16.0,0.0,15.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L02,8,0.0,45.0,0.0,0.0,22.0,0.0,16.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P15,L02,9,0.0,56.0,0.0,0.0,24.0,0.0,21.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L02,10,0.0,37.0,0.0,0.0,24.0,0.0,9.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P15,L02,11,0.0,60.0,0.0,0.0,27.0,0.0,20.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L02,12,50.0,0.0,0.0,0.0,21.0,0.0,16.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L03,1,0.0,32.0,0.0,0.0,25.0,0.0,21.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P15,L03,2,0.0,39.0,0.0,0.0,14.0,0.0,9.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P15,L03,3,0.0,58.0,0.0,0.0,24.0,0.0,24.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L03,4,37.0,12.0,0.0,0.0,20.0,0.0,24.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L03,5,0.0,58.0,0.0,0.0,20.0,0.0,19.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P15,L03,6,0.0,44.0,0.0,0.0,14.0,0.0,17.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L03,7,0.0,51.0,0.0,0.0,18.0,0.0,23.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L03,8,0.0,53.0,0.0,0.0,29.0,0.0,14.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L03,9,0.0,49.0,0.0,0.0,26.0,0.0,19.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P15,L03,10,0.0,53.0,0.0,0.0,23.0,0.0,20.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L03,11,0.0,49.0,0.0,0.0,18.0,0.0,14.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P15,L03,12,0.0,50.0,0.0,0.0,23.0,0.0,12.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P15,L04,1,0.0,50.0,0.0,0.0,30.0,0.0,22.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P15,L04,2,0.0,60.0,0.0,0.0,28.0,0.0,18.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P15,L04,3,0.0,44.0,0.0,0.0,14.0,0.0,16.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P15,L04,4,0.0,56.0,0.0,0.0,24.0,0.0,15.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P15,L04,5,0.0,46.0,0.0,0.0,24.0,0.0,9.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L04,6,0.0,51.0,0.0,0.0,14.0,0.0,25.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P15,L04,7,0.0,47.0,0.0,0.0,20.0,0.0,20.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P15,L04,8,51.0,0.0,0.0,0.0,25.0,0.0,19.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P15,L04,9,19.0,34.0,0.0,0.0,19.0,0.0,22.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P15,L04,10,0.0,65.0,0.0,0.0,28.0,0.0,24.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L04,11,60.0,0.0,0.0,0.0,30.0,0.0,25.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L04,12,0.0,53.0,0.0,0.0,27.0,0.0,17.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P15,L05,1,36.0,0.0,0.0,0.0,22.0,0.0,12.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L05,2,42.0,0.0,0.0,0.0,21.0,0.0,16.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L05,3,0.0,54.0,0.0,0.0,30.0,0.0,16.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P15,L05,4,68.0,0.0,0.0,0.0,29.0,0.0,20.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P15,L05,5,0.0,41.0,0.0,0.0,15.0,0.0,15.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L05,6,0.0,64.0,0.0,0.0,30.0,0.0,24.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L05,7,40.0,0.0,0.0,0.0,24.0,0.0,10.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P15,L05,8,56.0,0.0,0.0,0.0,25.0,0.0,12.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P15,L05,9,64.0,0.0,0.0,0.0,30.0,0.0,25.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P15,L05,10,0.0,50.0,0.0,0.0,17.0,0.0,25.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P15,L05,11,0.0,52.0,0.0,0.0,26.0,0.0,13.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P15,L05,12,0.0,54.0,0.0,0.0,24.0,0.0,24.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P15,L06,1,35.0,7.0,0.0,0.0,25.0,0.0,9.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P15,L06,2,0.0,54.0,0.0,0.0,29.0,0.0,15.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L06,3,0.0,60.0,0.0,0.0,30.0,0.0,12.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P15,L06,4,0.0,47.0,0.0,0.0,21.0,0.0,12.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P15,L06,5,0.0,46.0,0.0,0.0,17.0,0.0,15.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P15,L06,6,0.0,45.0,0.0,0.0,16.0,0.0,22.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P15,L06,7,49.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P15,L06,8,0.0,64.0,0.0,0.0,28.0,0.0,24.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P15,L06,9,0.0,46.0,0.0,0.0,24.0,0.0,18.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P15,L06,10,49.0,0.0,0.0,0.0,29.0,0.0,14.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P15,L06,11,57.0,0.0,0.0,0.0,25.0,0.0,22.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L06,12,47.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P15,L07,1,59.0,0.0,0.0,0.0,29.0,0.0,23.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P15,L07,2,0.0,48.0,0.0,0.0,14.0,0.0,22.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P15,L07,3,0.0,40.0,0.0,0.0,15.0,0.0,17.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P15,L07,4,0.0,46.0,0.0,0.0,20.0,0.0,15.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L07,5,39.0,0.0,0.0,0.0,14.0,0.0,17.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P15,L07,6,0.0,51.0,0.0,0.0,27.0,0.0,20.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P15,L07,7,0.0,57.0,0.0,0.0,27.0,0.0,10.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P15,L07,8,0.0,55.0,0.0,0.0,29.0,0.0,10.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P15,L07,9,0.0,61.0,0.0,0.0,18.0,0.0,24.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P15,L07,10,59.0,0.0,0.0,0.0,18.0,0.0,25.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P15,L07,11,0.0,60.0,0.0,0.0,18.0,0.0,25.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P15,L07,12,0.0,44.0,0.0,0.0,22.0,0.0,11.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L08,1,0.0,46.0,0.0,0.0,17.0,0.0,25.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P15,L08,2,0.0,53.0,0.0,0.0,30.0,0.0,15.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P15,L08,3,0.0,46.0,0.0,0.0,16.0,0.0,19.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L08,4,38.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L08,5,18.0,17.0,0.0,0.0,19.0,0.0,10.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P15,L08,6,0.0,63.0,0.0,0.0,29.0,0.0,24.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L08,7,0.0,55.0,0.0,0.0,27.0,0.0,18.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P15,L08,8,0.0,61.0,0.0,0.0,28.0,0.0,24.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P15,L08,9,0.0,54.0,0.0,0.0,25.0,0.0,15.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P15,L08,10,0.0,50.0,0.0,0.0,17.0,0.0,15.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P15,L08,11,0.0,56.0,0.0,0.0,17.0,0.0,19.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P15,L08,12,0.0,48.0,0.0,0.0,30.0,0.0,13.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L09,1,25.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P15,L09,2,0.0,55.0,0.0,0.0,27.0,0.0,22.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P15,L09,3,0.0,61.0,0.0,0.0,21.0,0.0,25.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P15,L09,4,56.0,0.0,0.0,0.0,26.0,0.0,13.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P15,L09,5,0.0,49.0,0.0,0.0,25.0,0.0,18.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P15,L09,6,40.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P15,L09,7,24.0,37.0,0.0,0.0,29.0,0.0,23.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P15,L09,8,20.0,22.0,0.0,0.0,17.0,0.0,20.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L09,9,0.0,32.0,0.0,0.0,14.0,0.0,13.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L09,10,0.0,60.0,0.0,0.0,23.0,0.0,23.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P15,L09,11,0.0,42.0,0.0,0.0,15.0,0.0,16.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L09,12,0.0,64.0,0.0,0.0,22.0,0.0,24.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P15,L10,1,22.0,0.0,0.0,0.0,25.0,0.0,12.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P15,L10,2,46.0,0.0,0.0,0.0,28.0,0.0,13.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L10,3,49.0,0.0,0.0,0.0,20.0,0.0,11.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P15,L10,4,49.0,0.0,0.0,0.0,29.0,0.0,13.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P15,L10,5,0.0,53.0,0.0,0.0,14.0,0.0,22.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P15,L10,6,0.0,53.0,0.0,0.0,30.0,0.0,12.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P15,L10,7,53.0,0.0,0.0,0.0,24.0,0.0,15.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P15,L10,8,0.0,62.0,0.0,0.0,28.0,0.0,14.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P15,L10,9,39.0,0.0,0.0,0.0,16.0,0.0,19.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P15,L10,10,0.0,53.0,0.0,0.0,22.0,0.0,22.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P15,L10,11,0.0,54.0,0.0,0.0,30.0,0.0,19.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P15,L10,12,0.0,46.0,0.0,0.0,17.0,0.0,19.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P16,L01,1,50.0,0.0,0.0,0.0,30.0,0.0,17.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L01,2,0.0,53.0,0.0,0.0,22.0,0.0,23.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L01,3,0.0,55.0,0.0,0.0,22.0,0.0,23.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P16,L01,4,52.0,0.0,0.0,0.0,19.0,0.0,15.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P16,L01,5,0.0,48.0,0.0,0.0,20.0,0.0,19.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L01,6,0.0,63.0,0.0,0.0,23.0,0.0,21.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P16,L01,7,0.0,43.0,0.0,0.0,18.0,0.0,20.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P16,L01,8,0.0,56.0,0.0,0.0,22.0,0.0,14.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L01,9,53.0,0.0,0.0,0.0,20.0,0.0,21.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L01,10,0.0,46.0,0.0,0.0,18.0,0.0,13.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L01,11,62.0,11.0,0.0,0.0,28.0,0.0,25.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L01,12,0.0,42.0,0.0,0.0,20.0,0.0,13.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L02,1,0.0,19.0,0.0,0.0,22.0,0.0,9.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P16,L02,2,39.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P16,L02,3,54.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,19.0,0.0
Scaled stress test,B_notional_only,P16,L02,4,0.0,51.0,0.0,0.0,21.0,0.0,18.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L02,5,42.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L02,6,33.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L02,7,0.0,53.0,0.0,0.0,22.0,0.0,25.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P16,L02,8,0.0,53.0,0.0,0.0,27.0,0.0,15.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P16,L02,9,0.0,52.0,0.0,0.0,24.0,0.0,23.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P16,L02,10,0.0,47.0,0.0,0.0,23.0,0.0,17.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L02,11,0.0,50.0,0.0,0.0,25.0,0.0,18.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L02,12,0.0,52.0,0.0,0.0,20.0,0.0,19.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P16,L03,1,30.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P16,L03,2,0.0,55.0,0.0,0.0,19.0,0.0,22.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L03,3,47.0,0.0,0.0,0.0,22.0,0.0,16.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L03,4,0.0,68.0,0.0,0.0,30.0,0.0,25.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P16,L03,5,0.0,35.0,0.0,0.0,17.0,0.0,14.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P16,L03,6,70.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L03,7,0.0,58.0,0.0,0.0,18.0,0.0,22.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P16,L03,8,0.0,41.0,0.0,0.0,15.0,0.0,20.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P16,L03,9,0.0,41.0,0.0,0.0,24.0,0.0,13.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P16,L03,10,0.0,37.0,0.0,0.0,15.0,0.0,14.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L03,11,55.0,0.0,0.0,0.0,23.0,0.0,12.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L03,12,49.0,0.0,0.0,0.0,19.0,0.0,22.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L04,1,0.0,49.0,0.0,0.0,19.0,0.0,23.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P16,L04,2,52.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P16,L04,3,22.0,34.0,0.0,0.0,24.0,0.0,16.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P16,L04,4,55.0,0.0,0.0,0.0,16.0,0.0,25.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L04,5,47.0,0.0,0.0,0.0,28.0,0.0,12.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L04,6,40.0,2.0,0.0,0.0,22.0,0.0,12.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L04,7,0.0,60.0,0.0,0.0,24.0,0.0,19.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P16,L04,8,0.0,38.0,0.0,0.0,17.0,0.0,12.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L04,9,0.0,58.0,0.0,0.0,27.0,0.0,17.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L04,10,42.0,0.0,0.0,0.0,18.0,0.0,17.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L04,11,46.0,6.0,0.0,0.0,25.0,0.0,19.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L04,12,56.0,0.0,0.0,0.0,28.0,0.0,23.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P16,L05,1,0.0,28.0,0.0,0.0,24.0,0.0,10.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L05,2,0.0,66.0,0.0,0.0,30.0,0.0,21.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L05,3,0.0,60.0,0.0,0.0,25.0,0.0,23.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L05,4,40.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P16,L05,5,0.0,47.0,0.0,0.0,20.0,0.0,22.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P16,L05,6,0.0,57.0,0.0,0.0,30.0,0.0,18.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L05,7,0.0,40.0,0.0,0.0,16.0,0.0,13.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P16,L05,8,45.0,0.0,0.0,0.0,18.0,0.0,23.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P16,L05,9,0.0,42.0,0.0,0.0,21.0,0.0,10.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P16,L05,10,50.0,0.0,0.0,0.0,21.0,0.0,13.0,0.0,16.0,0.0
Scaled stress test,B_notional_only,P16,L05,11,52.0,0.0,0.0,0.0,18.0,0.0,14.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L05,12,0.0,62.0,0.0,0.0,26.0,0.0,24.0,0.0,12.0,0.0
Scaled stress test,B_notional_only,P16,L06,1,0.0,40.0,0.0,0.0,29.0,0.0,10.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L06,2,0.0,49.0,0.0,0.0,18.0,0.0,23.0,0.0,8.0,0.0
Scaled stress test,B_notional_only,P16,L06,3,0.0,53.0,0.0,0.0,30.0,0.0,19.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P16,L06,4,46.0,0.0,0.0,0.0,29.0,0.0,13.0,0.0,4.0,0.0
Scaled stress test,B_notional_only,P16,L06,5,0.0,65.0,0.0,0.0,29.0,0.0,21.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L06,6,43.0,0.0,0.0,0.0,14.0,0.0,24.0,0.0,5.0,0.0
Scaled stress test,B_notional_only,P16,L06,7,0.0,47.0,0.0,0.0,17.0,0.0,24.0,0.0,6.0,0.0
Scaled stress test,B_notional_only,P16,L06,8,0.0,56.0,0.0,0.0,26.0,0.0,19.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P16,L06,9,57.0,0.0,0.0,0.0,28.0,0.0,11.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P16,L06,10,0.0,66.0,0.0,0.0,28.0,0.0,18.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L06,11,0.0,59.0,0.0,0.0,25.0,0.0,24.0,0.0,10.0,0.0
Scaled stress test,B_notional_only,P16,L06,12,0.0,55.0,0.0,0.0,27.0,0.0,11.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P16,L07,1,44.0,0.0,0.0,0.0,27.0,0.0,15.0,0.0,11.0,0.0
Scaled stress test,B_notional_only,P16,L07,2,0.0,51.0,0.0,0.0,21.0,0.0,16.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L07,3,0.0,56.0,0.0,0.0,26.0,0.0,17.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P16,L07,4,56.0,0.0,0.0,0.0,14.0,0.0,25.0,0.0,17.0,0.0
Scaled stress test,B_notional_only,P16,L07,5,0.0,53.0,0.0,0.0,26.0,0.0,18.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L07,6,0.0,64.0,0.0,0.0,28.0,0.0,23.0,0.0,13.0,0.0
Scaled stress test,B_notional_only,P16,L07,7,0.0,45.0,0.0,0.0,15.0,0.0,12.0,0.0,18.0,0.0
Scaled stress test,B_notional_only,P16,L07,8,0.0,58.0,0.0,0.0,24.0,0.0,14.0,0.0,20.0,0.0
Scaled stress test,B_notional_only,P16,L07,9,0.0,47.0,0.0,0.0,14.0,0.0,24.0,0.0,9.0,0.0
Scaled stress test,B_notional_only,P16,L07,10,0.0,49.0,0.0,0.0,22.0,0.0,20.0,0.0,7.0,0.0
Scaled stress test,B_notional_only,P16,L07,11,0.0,49.0,0.0,0.0,14.0,0.0,20.0,0.0,15.0,0.0
Scaled stress test,B_notional_only,P16,L07,12,0.0,50.0,0.0,0.0,17.0,0.0,19.0,0.0,14.0,0.0
Scaled stress test,B_notional_only,P16,L08,1,34.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,18.0,0.0
